review,sentiment
"Worst restaurant I have ever visited. Overpriced steak, dirty tables, and awful customer service.",negative
The food here was absolutely delicious! The risotto was cooked to perfection and the staff was extremely polite and attentive.,positive
Horrible food and extremely slow service. The waiter was rude and the tacos was undercooked.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious burger. Highly recommended!",positive
Very poor dining experience. Waited 45 minutes just for cold tacos and the manager did not care at all.,negative
Extremely impressed with the hygiene and taste. The salmon was cooked wonderfully.,positive
"Terrible experience. The pizza was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The chickpea bowl was cooked wonderfully.,positive
Extremely disappointed. The soup lacked any flavor and was ridiculously expensive for small portions.,negative
Extremely impressed with the hygiene and taste. The biryani was cooked wonderfully.,positive
"Worst restaurant I have ever visited. Overpriced pasta, dirty tables, and awful customer service.",negative
"Amazing restaurant! Great atmosphere, incredible sushi, and fast service. Will definitely come back again with family.",positive
"Worst restaurant I have ever visited. Overpriced risotto, dirty tables, and awful customer service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the burger was divine.",positive
"Worst restaurant I have ever visited. Overpriced sushi, dirty tables, and awful customer service.",negative
The food here was absolutely delicious! The chickpea bowl was cooked to perfection and the staff was extremely polite and attentive.,positive
"Terrible experience. The soup was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The biryani was cooked wonderfully.,positive
"Terrible experience. The sea bass was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Loved everything about this place. The pasta was outstanding and the dessert was spectacular.,positive
Extremely disappointed. The sea bass lacked any flavor and was ridiculously expensive for small portions.,negative
Wonderful ambiance and mouth-watering pizza. The waiter was friendly and recommended the best special.,positive
"Unfriendly staff, noisy environment, and the sushi was greasy and unappetizing.",negative
"Best restaurant in town! Clean environment, friendly staff, and the curry was divine.",positive
Extremely disappointed. The tacos lacked any flavor and was ridiculously expensive for small portions.,negative
"Amazing restaurant! Great atmosphere, incredible tacos, and fast service. Will definitely come back again with family.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious sea bass. Highly recommended!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
The food here was absolutely delicious! The biryani was cooked to perfection and the staff was extremely polite and attentive.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Best restaurant in town! Clean environment, friendly staff, and the soup was divine.",positive
"Unfriendly staff, noisy environment, and the risotto was greasy and unappetizing.",negative
Wonderful ambiance and mouth-watering biryani. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my pasta and they refused to refund.,negative
Loved everything about this place. The burger was outstanding and the dessert was spectacular.,positive
"Unfriendly staff, noisy environment, and the chickpea bowl was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible sea bass, and fast service. Will definitely come back again with family.",positive
Disgusting quality! The biryani tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"I had a fantastic dining experience. The burger was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
The food here was absolutely delicious! The risotto was cooked to perfection and the staff was extremely polite and attentive.,positive
Extremely disappointed. The pasta lacked any flavor and was ridiculously expensive for small portions.,negative
"Amazing restaurant! Great atmosphere, incredible pasta, and fast service. Will definitely come back again with family.",positive
Very poor dining experience. Waited 45 minutes just for cold salad and the manager did not care at all.,negative
Loved everything about this place. The soup was outstanding and the dessert was spectacular.,positive
"Unfriendly staff, noisy environment, and the biryani was greasy and unappetizing.",negative
"Five stars! Quick service, generous portions, and the sea bass tasted incredible.",positive
Extremely disappointed. The pizza lacked any flavor and was ridiculously expensive for small portions.,negative
Top notch food and exceptional customer service! The chickpea bowl was mouth-watering and worth every single penny.,positive
"Total waste of money. The tacos was burnt and dry, and the staff was completely unhelpful.",negative
"Amazing restaurant! Great atmosphere, incredible pizza, and fast service. Will definitely come back again with family.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible biryani, and fast service. Will definitely come back again with family.",positive
"Worst restaurant I have ever visited. Overpriced soup, dirty tables, and awful customer service.",negative
"Amazing restaurant! Great atmosphere, incredible risotto, and fast service. Will definitely come back again with family.",positive
"Unfriendly staff, noisy environment, and the chickpea bowl was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible pasta, and fast service. Will definitely come back again with family.",positive
"Unfriendly staff, noisy environment, and the risotto was greasy and unappetizing.",negative
Top notch food and exceptional customer service! The chickpea bowl was mouth-watering and worth every single penny.,positive
"Terrible experience. The chickpea bowl was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering noodle. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my salmon and they refused to refund.,negative
Extremely impressed with the hygiene and taste. The soup was cooked wonderfully.,positive
Bad service and unhygienic conditions. Found a hair in my sea bass and they refused to refund.,negative
"Five stars! Quick service, generous portions, and the steak tasted incredible.",positive
Very poor dining experience. Waited 45 minutes just for cold pizza and the manager did not care at all.,negative
The food here was absolutely delicious! The pasta was cooked to perfection and the staff was extremely polite and attentive.,positive
Extremely disappointed. The risotto lacked any flavor and was ridiculously expensive for small portions.,negative
"Amazing restaurant! Great atmosphere, incredible steak, and fast service. Will definitely come back again with family.",positive
Horrible food and extremely slow service. The waiter was rude and the risotto was undercooked.,negative
Wonderful ambiance and mouth-watering tacos. The waiter was friendly and recommended the best special.,positive
"Terrible experience. The sushi was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The sea bass was cooked wonderfully.,positive
"Terrible experience. The tacos was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Loved everything about this place. The steak was outstanding and the dessert was spectacular.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
"Total waste of money. The biryani was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The sea bass was outstanding and the dessert was spectacular.,positive
Extremely disappointed. The salad lacked any flavor and was ridiculously expensive for small portions.,negative
"Amazing restaurant! Great atmosphere, incredible tacos, and fast service. Will definitely come back again with family.",positive
"Unfriendly staff, noisy environment, and the steak was greasy and unappetizing.",negative
Top notch food and exceptional customer service! The salad was mouth-watering and worth every single penny.,positive
Extremely disappointed. The steak lacked any flavor and was ridiculously expensive for small portions.,negative
"Best restaurant in town! Clean environment, friendly staff, and the sushi was divine.",positive
"Worst restaurant I have ever visited. Overpriced chickpea bowl, dirty tables, and awful customer service.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious salad. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the tacos was undercooked.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious tacos. Highly recommended!",positive
"Terrible experience. The soup was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"I had a fantastic dining experience. The salmon was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Total waste of money. The sushi was burnt and dry, and the staff was completely unhelpful.",negative
Wonderful ambiance and mouth-watering curry. The waiter was friendly and recommended the best special.,positive
"Unfriendly staff, noisy environment, and the pizza was greasy and unappetizing.",negative
Extremely impressed with the hygiene and taste. The pasta was cooked wonderfully.,positive
Disgusting quality! The soup tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
The food here was absolutely delicious! The chickpea bowl was cooked to perfection and the staff was extremely polite and attentive.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible burger, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The salmon was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"I had a fantastic dining experience. The pasta was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Total waste of money. The chickpea bowl was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The chickpea bowl was outstanding and the dessert was spectacular.,positive
Bad service and unhygienic conditions. Found a hair in my tacos and they refused to refund.,negative
Top notch food and exceptional customer service! The risotto was mouth-watering and worth every single penny.,positive
Very poor dining experience. Waited 45 minutes just for cold burger and the manager did not care at all.,negative
Extremely impressed with the hygiene and taste. The salmon was cooked wonderfully.,positive
"Worst restaurant I have ever visited. Overpriced salad, dirty tables, and awful customer service.",negative
Extremely impressed with the hygiene and taste. The pasta was cooked wonderfully.,positive
Bad service and unhygienic conditions. Found a hair in my burger and they refused to refund.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious tacos. Highly recommended!",positive
Extremely disappointed. The tacos lacked any flavor and was ridiculously expensive for small portions.,negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
Horrible food and extremely slow service. The waiter was rude and the salmon was undercooked.,negative
"Best restaurant in town! Clean environment, friendly staff, and the salmon was divine.",positive
Very poor dining experience. Waited 45 minutes just for cold soup and the manager did not care at all.,negative
"Amazing restaurant! Great atmosphere, incredible curry, and fast service. Will definitely come back again with family.",positive
Very poor dining experience. Waited 45 minutes just for cold noodle and the manager did not care at all.,negative
Wonderful ambiance and mouth-watering chickpea bowl. The waiter was friendly and recommended the best special.,positive
"Terrible experience. The burger was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Loved everything about this place. The chickpea bowl was outstanding and the dessert was spectacular.,positive
"Worst restaurant I have ever visited. Overpriced soup, dirty tables, and awful customer service.",negative
"I had a fantastic dining experience. The salmon was full of flavor, fresh, and served hot. High quality ingredients!",positive
Extremely disappointed. The burger lacked any flavor and was ridiculously expensive for small portions.,negative
Loved everything about this place. The salad was outstanding and the dessert was spectacular.,positive
"Terrible experience. The curry was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Loved everything about this place. The pasta was outstanding and the dessert was spectacular.,positive
Extremely disappointed. The noodle lacked any flavor and was ridiculously expensive for small portions.,negative
The food here was absolutely delicious! The salad was cooked to perfection and the staff was extremely polite and attentive.,positive
Bad service and unhygienic conditions. Found a hair in my chickpea bowl and they refused to refund.,negative
Extremely impressed with the hygiene and taste. The sushi was cooked wonderfully.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Best restaurant in town! Clean environment, friendly staff, and the noodle was divine.",positive
"Unfriendly staff, noisy environment, and the sushi was greasy and unappetizing.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious tacos. Highly recommended!",positive
"Worst restaurant I have ever visited. Overpriced sea bass, dirty tables, and awful customer service.",negative
"Five stars! Quick service, generous portions, and the soup tasted incredible.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Wonderful ambiance and mouth-watering risotto. The waiter was friendly and recommended the best special.,positive
"Unfriendly staff, noisy environment, and the sea bass was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible steak, and fast service. Will definitely come back again with family.",positive
Horrible food and extremely slow service. The waiter was rude and the risotto was undercooked.,negative
"Five stars! Quick service, generous portions, and the burger tasted incredible.",positive
"Terrible experience. The tacos was cold, bland, and completely tasteless. Very disappointed with the service.",negative
The food here was absolutely delicious! The salmon was cooked to perfection and the staff was extremely polite and attentive.,positive
Horrible food and extremely slow service. The waiter was rude and the noodle was undercooked.,negative
Loved everything about this place. The chickpea bowl was outstanding and the dessert was spectacular.,positive
"Worst restaurant I have ever visited. Overpriced curry, dirty tables, and awful customer service.",negative
"I had a fantastic dining experience. The risotto was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Unfriendly staff, noisy environment, and the soup was greasy and unappetizing.",negative
Extremely impressed with the hygiene and taste. The burger was cooked wonderfully.,positive
Very poor dining experience. Waited 45 minutes just for cold chickpea bowl and the manager did not care at all.,negative
"Best restaurant in town! Clean environment, friendly staff, and the steak was divine.",positive
Disgusting quality! The steak tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Amazing restaurant! Great atmosphere, incredible steak, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The noodle was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the pizza was divine.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
The food here was absolutely delicious! The curry was cooked to perfection and the staff was extremely polite and attentive.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible burger, and fast service. Will definitely come back again with family.",positive
Disgusting quality! The salad tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"I had a fantastic dining experience. The steak was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Unfriendly staff, noisy environment, and the chickpea bowl was greasy and unappetizing.",negative
The food here was absolutely delicious! The curry was cooked to perfection and the staff was extremely polite and attentive.,positive
"Worst restaurant I have ever visited. Overpriced salad, dirty tables, and awful customer service.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious biryani. Highly recommended!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible chickpea bowl, and fast service. Will definitely come back again with family.",positive
Disgusting quality! The pizza tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"I had a fantastic dining experience. The chickpea bowl was full of flavor, fresh, and served hot. High quality ingredients!",positive
Bad service and unhygienic conditions. Found a hair in my biryani and they refused to refund.,negative
"Five stars! Quick service, generous portions, and the chickpea bowl tasted incredible.",positive
Disgusting quality! The burger tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Top notch food and exceptional customer service! The curry was mouth-watering and worth every single penny.,positive
"Worst restaurant I have ever visited. Overpriced pizza, dirty tables, and awful customer service.",negative
Loved everything about this place. The noodle was outstanding and the dessert was spectacular.,positive
Very poor dining experience. Waited 45 minutes just for cold sea bass and the manager did not care at all.,negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
Disgusting quality! The curry tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"I had a fantastic dining experience. The tacos was full of flavor, fresh, and served hot. High quality ingredients!",positive
Very poor dining experience. Waited 45 minutes just for cold pasta and the manager did not care at all.,negative
The food here was absolutely delicious! The soup was cooked to perfection and the staff was extremely polite and attentive.,positive
"Total waste of money. The sea bass was burnt and dry, and the staff was completely unhelpful.",negative
"Amazing restaurant! Great atmosphere, incredible chickpea bowl, and fast service. Will definitely come back again with family.",positive
"Worst restaurant I have ever visited. Overpriced pizza, dirty tables, and awful customer service.",negative
Extremely impressed with the hygiene and taste. The salmon was cooked wonderfully.,positive
Horrible food and extremely slow service. The waiter was rude and the sea bass was undercooked.,negative
Loved everything about this place. The noodle was outstanding and the dessert was spectacular.,positive
Bad service and unhygienic conditions. Found a hair in my pizza and they refused to refund.,negative
Wonderful ambiance and mouth-watering salmon. The waiter was friendly and recommended the best special.,positive
Horrible food and extremely slow service. The waiter was rude and the steak was undercooked.,negative
"Five stars! Quick service, generous portions, and the pasta tasted incredible.",positive
Very poor dining experience. Waited 45 minutes just for cold salmon and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious pasta. Highly recommended!",positive
Disgusting quality! The risotto tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Extremely impressed with the hygiene and taste. The risotto was cooked wonderfully.,positive
"Unfriendly staff, noisy environment, and the pizza was greasy and unappetizing.",negative
Top notch food and exceptional customer service! The steak was mouth-watering and worth every single penny.,positive
Bad service and unhygienic conditions. Found a hair in my curry and they refused to refund.,negative
Extremely impressed with the hygiene and taste. The noodle was cooked wonderfully.,positive
"Total waste of money. The curry was burnt and dry, and the staff was completely unhelpful.",negative
Wonderful ambiance and mouth-watering sushi. The waiter was friendly and recommended the best special.,positive
Horrible food and extremely slow service. The waiter was rude and the salmon was undercooked.,negative
Loved everything about this place. The salad was outstanding and the dessert was spectacular.,positive
"Terrible experience. The salmon was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering burger. The waiter was friendly and recommended the best special.,positive
Horrible food and extremely slow service. The waiter was rude and the risotto was undercooked.,negative
"Best restaurant in town! Clean environment, friendly staff, and the salad was divine.",positive
Bad service and unhygienic conditions. Found a hair in my pizza and they refused to refund.,negative
"Best restaurant in town! Clean environment, friendly staff, and the tacos was divine.",positive
Extremely disappointed. The salad lacked any flavor and was ridiculously expensive for small portions.,negative
"Best restaurant in town! Clean environment, friendly staff, and the pasta was divine.",positive
Extremely disappointed. The tacos lacked any flavor and was ridiculously expensive for small portions.,negative
The food here was absolutely delicious! The noodle was cooked to perfection and the staff was extremely polite and attentive.,positive
Bad service and unhygienic conditions. Found a hair in my risotto and they refused to refund.,negative
"Best restaurant in town! Clean environment, friendly staff, and the curry was divine.",positive
Disgusting quality! The pizza tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious salmon. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the noodle was undercooked.,negative
The food here was absolutely delicious! The burger was cooked to perfection and the staff was extremely polite and attentive.,positive
"Terrible experience. The pizza was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The chickpea bowl was cooked wonderfully.,positive
"Terrible experience. The chickpea bowl was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Top notch food and exceptional customer service! The soup was mouth-watering and worth every single penny.,positive
"Total waste of money. The biryani was burnt and dry, and the staff was completely unhelpful.",negative
"Amazing restaurant! Great atmosphere, incredible curry, and fast service. Will definitely come back again with family.",positive
"Unfriendly staff, noisy environment, and the soup was greasy and unappetizing.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious burger. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the soup was undercooked.,negative
"Five stars! Quick service, generous portions, and the noodle tasted incredible.",positive
"Terrible experience. The salmon was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"I had a fantastic dining experience. The salad was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Total waste of money. The tacos was burnt and dry, and the staff was completely unhelpful.",negative
"Best restaurant in town! Clean environment, friendly staff, and the tacos was divine.",positive
"Unfriendly staff, noisy environment, and the sea bass was greasy and unappetizing.",negative
Extremely impressed with the hygiene and taste. The burger was cooked wonderfully.,positive
Extremely disappointed. The salmon lacked any flavor and was ridiculously expensive for small portions.,negative
"Amazing restaurant! Great atmosphere, incredible noodle, and fast service. Will definitely come back again with family.",positive
Disgusting quality! The risotto tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Five stars! Quick service, generous portions, and the salad tasted incredible.",positive
Disgusting quality! The steak tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Best restaurant in town! Clean environment, friendly staff, and the soup was divine.",positive
"Total waste of money. The soup was burnt and dry, and the staff was completely unhelpful.",negative
"I had a fantastic dining experience. The sea bass was full of flavor, fresh, and served hot. High quality ingredients!",positive
Bad service and unhygienic conditions. Found a hair in my noodle and they refused to refund.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the curry was undercooked.,negative
"Five stars! Quick service, generous portions, and the noodle tasted incredible.",positive
Bad service and unhygienic conditions. Found a hair in my chickpea bowl and they refused to refund.,negative
"I had a fantastic dining experience. The soup was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Worst restaurant I have ever visited. Overpriced biryani, dirty tables, and awful customer service.",negative
Top notch food and exceptional customer service! The chickpea bowl was mouth-watering and worth every single penny.,positive
Extremely disappointed. The chickpea bowl lacked any flavor and was ridiculously expensive for small portions.,negative
"Five stars! Quick service, generous portions, and the sushi tasted incredible.",positive
"Unfriendly staff, noisy environment, and the pasta was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible curry, and fast service. Will definitely come back again with family.",positive
Horrible food and extremely slow service. The waiter was rude and the pasta was undercooked.,negative
"Best restaurant in town! Clean environment, friendly staff, and the sushi was divine.",positive
Extremely disappointed. The tacos lacked any flavor and was ridiculously expensive for small portions.,negative
"I had a fantastic dining experience. The noodle was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
